route,trip_id,Datetime,city,state,Latitude,Longitude
Dallas_Salt Lake City,Trip_8,2022-05-01 09:40:21.533643,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_8,2022-05-01 12:33:51.618689,Phoenix,Arizona,33.5722,-112.0892
Portland_Los Angeles,Trip_8,2022-05-01 15:15:11.965091,Salem,Oregon,44.9233,-123.0244
Chicago_Dallas,Trip_11,2022-05-01 16:45:33.873976,Denton,Texas,33.2175,-97.1418
Dallas_Salt Lake City,Trip_8,2022-05-01 21:41:39.139308,Evanston,Wyoming,41.2602,-110.9646
San Francisco_Salt Lake City,Trip_11,2022-05-01 22:34:34.127072,Davis,California,38.5553,-121.737
Phoenix_San Antonio,Trip_9,2022-05-02 00:54:49.985337,Tucson,Arizona,32.1541,-110.8787
San Francisco_Salt Lake City,Trip_11,2022-05-02 03:39:25.185898,Sacramento,California,38.5677,-121.4685
Chicago_Dallas,Trip_11,2022-05-02 04:56:07.537926,Oklahoma City,Oklahoma,35.4676,-97.5136
Portland_Los Angeles,Trip_8,2022-05-02 06:40:39.881998,Portland,Oregon,45.5371,-122.65
Portland_Los Angeles,Trip_9,2022-05-02 06:40:39.881998,Portland,Oregon,45.5371,-122.65
San Francisco_Salt Lake City,Trip_11,2022-05-02 10:37:58.390585,Auburn,California,38.895,-121.0777
Portland_Los Angeles,Trip_9,2022-05-02 13:42:07.202131,Salem,Oregon,44.9233,-123.0244
Dallas_Salt Lake City,Trip_8,2022-05-02 15:34:13.319920,Rock Springs,Wyoming,41.5947,-109.2209
Phoenix_San Antonio,Trip_9,2022-05-02 17:38:00.367250,Benson,Arizona,31.9157,-110.3257
Chicago_Dallas,Trip_11,2022-05-03 01:31:56.454025,Tulsa,Oklahoma,36.1283,-95.9042
Dallas_Salt Lake City,Trip_8,2022-05-03 01:39:55.653972,Rawlins,Wyoming,41.7849,-107.2265
Portland_Los Angeles,Trip_9,2022-05-03 07:31:30.260223,Eugene,Oregon,44.0564,-123.1174
San Francisco_Salt Lake City,Trip_11,2022-05-03 08:02:56.867477,Reno,Nevada,39.5497,-119.8483
Phoenix_San Antonio,Trip_9,2022-05-03 09:29:12.731428,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_11,2022-05-03 11:36:20.062171,Fernley,Nevada,39.5627,-119.1906
Dallas_Salt Lake City,Trip_8,2022-05-03 11:45:52.524637,Laramie,Wyoming,41.3099,-105.6085
Portland_Los Angeles,Trip_9,2022-05-03 13:05:51.875957,Roseburg,Oregon,43.2231,-123.352
Chicago_Dallas,Trip_11,2022-05-03 22:07:58.873050,Joplin,Missouri,37.0757,-94.5018
Phoenix_San Antonio,Trip_9,2022-05-03 23:33:40.390354,Lordsburg,New Mexico,32.3438,-108.7021
Dallas_Salt Lake City,Trip_8,2022-05-04 03:38:15.549280,Cheyenne,Wyoming,41.135,-104.7902
Phoenix_San Antonio,Trip_9,2022-05-04 04:05:05.836445,Deming,New Mexico,32.2631,-107.7525
San Francisco_Salt Lake City,Trip_11,2022-05-04 07:54:40.997160,Winnemucca,Nevada,40.9645,-117.7247
Portland_Los Angeles,Trip_9,2022-05-04 08:05:00.089470,Medford,Oregon,42.3372,-122.854
Portland_Los Angeles,Trip_9,2022-05-04 17:00:57.766208,Ashland,Oregon,42.1905,-122.6992
Chicago_Dallas,Trip_11,2022-05-04 17:01:17.988074,Springfield,Missouri,37.1943,-93.2916
Phoenix_San Antonio,Trip_9,2022-05-04 17:42:01.177729,Las Cruces,New Mexico,32.3265,-106.7893
Dallas_Salt Lake City,Trip_8,2022-05-04 18:24:06.594061,Denver,Colorado,39.762,-104.8758
Portland_Los Angeles,Trip_9,2022-05-05 00:40:52.560074,Yreka,California,41.7291,-122.6312
Chicago_Dallas,Trip_11,2022-05-05 06:35:54.949096,Rolla,Missouri,37.9459,-91.7607
San Francisco_Salt Lake City,Trip_11,2022-05-05 06:36:44.619705,Wendover,Utah,40.7241,-114.025
Phoenix_San Antonio,Trip_9,2022-05-05 09:47:03.988306,El Paso,Texas,31.8476,-106.43
Portland_Los Angeles,Trip_9,2022-05-05 10:28:05.470096,Redding,California,40.5698,-122.365
Dallas_Salt Lake City,Trip_8,2022-05-05 15:27:27.138969,Colby,Kansas,39.3848,-101.0452
Portland_Los Angeles,Trip_9,2022-05-05 21:45:12.719472,Chico,California,39.7578,-121.8161
Chicago_Dallas,Trip_11,2022-05-06 02:50:57.558040,Springfield,Illinois,39.7709,-89.654
San Francisco_Salt Lake City,Trip_11,2022-05-06 05:08:43.598272,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_9,2022-05-06 07:30:46.296457,Van Horn,Texas,31.0407,-104.8341
Dallas_Salt Lake City,Trip_8,2022-05-06 10:48:11.909424,Hays,Kansas,38.8821,-99.3221
San Francisco_Salt Lake City,Trip_11,2022-05-06 11:43:47.761542,Salt Lake City,Utah,40.7776,-111.9311
Chicago_Dallas,Trip_11,2022-05-06 14:16:51.268591,Bloomington,Illinois,40.4757,-88.9703
Portland_Los Angeles,Trip_9,2022-05-06 15:09:20.190765,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_9,2022-05-07 01:34:36.975670,Fort Stockton,Texas,30.8926,-102.8842
Dallas_Salt Lake City,Trip_8,2022-05-07 02:38:47.128135,Salina,Kansas,38.8136,-97.6143
Portland_Los Angeles,Trip_9,2022-05-07 08:30:35.257454,Stockton,California,37.9765,-121.3109
Chicago_Dallas,Trip_11,2022-05-07 08:34:12.085985,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_12,2022-05-07 08:34:12.085985,Chicago,Illinois,41.8375,-87.6866
Portland_Los Angeles,Trip_9,2022-05-07 14:01:59.526166,Modesto,California,37.6375,-121.0028
Phoenix_San Antonio,Trip_9,2022-05-07 16:54:03.002033,Ozona,Texas,30.7074,-101.206
Portland_Los Angeles,Trip_9,2022-05-07 17:31:48.556239,Merced,California,37.3057,-120.4779
Chicago_Dallas,Trip_12,2022-05-07 20:05:47.989996,Bloomington,Illinois,40.4757,-88.9703
San Francisco_Salt Lake City,Trip_11,2022-05-07 23:50:49.852246,Winnemucca,Nevada,40.9645,-117.7247
Chicago_Dallas,Trip_12,2022-05-08 03:47:01.401378,Springfield,Illinois,39.7709,-89.654
Portland_Los Angeles,Trip_9,2022-05-08 06:21:37.660345,Fresno,California,36.783,-119.7939
Dallas_Salt Lake City,Trip_8,2022-05-08 09:14:28.989972,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_9,2022-05-08 10:10:09.171720,Sonora,Texas,30.5707,-100.6423
Chicago_Dallas,Trip_12,2022-05-08 13:46:27.538626,St. Louis,Missouri,38.6359,-90.2451
Portland_Los Angeles,Trip_9,2022-05-08 13:54:22.257512,Bakersfield,California,35.3529,-119.0359
San Francisco_Salt Lake City,Trip_11,2022-05-08 22:47:09.583405,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_9,2022-05-08 23:31:22.344680,Junction,Texas,30.4906,-99.7726
Dallas_Salt Lake City,Trip_8,2022-05-09 05:58:29.430005,Denton,Texas,33.2175,-97.1418
Portland_Los Angeles,Trip_9,2022-05-09 07:39:58.876624,Santa Clarita,California,34.4175,-118.4964
Phoenix_San Antonio,Trip_9,2022-05-09 10:48:55.933451,Kerrville,Texas,30.0398,-99.132
San Francisco_Salt Lake City,Trip_11,2022-05-09 12:45:11.631690,Reno,Nevada,39.5497,-119.8483
Portland_Los Angeles,Trip_9,2022-05-09 15:52:39.543179,Los Angeles,California,34.1141,-118.4068
Chicago_Dallas,Trip_12,2022-05-09 20:36:00.286565,Springfield,Missouri,37.1943,-93.2916
Phoenix_San Antonio,Trip_9,2022-05-09 21:11:08.303239,Boerne,Texas,29.7847,-98.7292
Dallas_Salt Lake City,Trip_8,2022-05-09 22:28:12.137000,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_9,2022-05-09 22:28:12.137000,Dallas,Texas,32.7935,-96.7667
San Francisco_Salt Lake City,Trip_11,2022-05-09 22:58:37.987510,Auburn,California,38.895,-121.0777
Phoenix_San Antonio,Trip_9,2022-05-10 03:23:41.089355,San Antonio,Texas,29.4632,-98.5238
Portland_Los Angeles,Trip_9,2022-05-10 05:17:29.681439,Los Angeles,California,34.1141,-118.4068
San Francisco_Salt Lake City,Trip_11,2022-05-10 07:20:10.150665,Sacramento,California,38.5677,-121.4685
Dallas_Salt Lake City,Trip_9,2022-05-10 08:47:49.388485,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_9,2022-05-10 08:53:01.037327,San Antonio,Texas,29.4632,-98.5238
Chicago_Dallas,Trip_12,2022-05-10 13:36:19.121465,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_11,2022-05-10 15:56:28.138287,Davis,California,38.5553,-121.737
Phoenix_San Antonio,Trip_9,2022-05-10 20:18:43.788072,Boerne,Texas,29.7847,-98.7292
Portland_Los Angeles,Trip_9,2022-05-10 21:01:25.133742,Santa Clarita,California,34.4175,-118.4964
Chicago_Dallas,Trip_12,2022-05-11 00:56:17.635370,Tulsa,Oklahoma,36.1283,-95.9042
Phoenix_San Antonio,Trip_9,2022-05-11 02:54:39.829722,Kerrville,Texas,30.0398,-99.132
San Francisco_Salt Lake City,Trip_11,2022-05-11 05:29:03.106652,Vacaville,California,38.3587,-121.9673
Portland_Los Angeles,Trip_9,2022-05-11 06:46:58.741365,Bakersfield,California,35.3529,-119.0359
Dallas_Salt Lake City,Trip_9,2022-05-11 07:23:39.799498,Oklahoma City,Oklahoma,35.4676,-97.5136
Chicago_Dallas,Trip_12,2022-05-11 09:18:21.303822,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_9,2022-05-11 11:41:07.208346,Junction,Texas,30.4906,-99.7726
San Francisco_Salt Lake City,Trip_11,2022-05-11 12:30:21.808013,Fairfield,California,38.2583,-122.0335
Portland_Los Angeles,Trip_9,2022-05-11 18:50:58.079794,Fresno,California,36.783,-119.7939
Chicago_Dallas,Trip_12,2022-05-12 01:50:26.899046,Denton,Texas,33.2175,-97.1418
San Francisco_Salt Lake City,Trip_11,2022-05-12 03:25:59.447805,Oakland,California,37.7904,-122.2166
Phoenix_San Antonio,Trip_9,2022-05-12 03:47:28.788214,Sonora,Texas,30.5707,-100.6423
Dallas_Salt Lake City,Trip_9,2022-05-12 04:14:57.264655,Salina,Kansas,38.8136,-97.6143
Portland_Los Angeles,Trip_9,2022-05-12 04:25:24.064062,Merced,California,37.3057,-120.4779
Chicago_Dallas,Trip_12,2022-05-12 07:07:06.193472,Dallas,Texas,32.7935,-96.7667
Portland_Los Angeles,Trip_9,2022-05-12 09:54:53.418393,Modesto,California,37.6375,-121.0028
Chicago_Dallas,Trip_12,2022-05-12 10:34:19.550105,Dallas,Texas,32.7935,-96.7667
Chicago_Dallas,Trip_12,2022-05-12 14:32:53.240470,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_9,2022-05-12 15:32:45.880703,Ozona,Texas,30.7074,-101.206
Dallas_Salt Lake City,Trip_9,2022-05-12 16:23:32.950286,Hays,Kansas,38.8821,-99.3221
San Francisco_Salt Lake City,Trip_11,2022-05-12 16:43:25.225763,San Francisco,California,37.7558,-122.4449
Portland_Los Angeles,Trip_9,2022-05-12 18:08:27.838179,Stockton,California,37.9765,-121.3109
Dallas_Salt Lake City,Trip_9,2022-05-12 23:28:52.984283,Colby,Kansas,39.3848,-101.0452
San Francisco_Salt Lake City,Trip_12,2022-05-12 23:42:19.741728,Oakland,California,37.7904,-122.2166
Portland_Los Angeles,Trip_9,2022-05-13 00:02:34.954807,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_9,2022-05-13 06:42:39.868961,Fort Stockton,Texas,30.8926,-102.8842
Chicago_Dallas,Trip_12,2022-05-13 10:27:35.828843,Oklahoma City,Oklahoma,35.4676,-97.5136
Portland_Los Angeles,Trip_9,2022-05-13 17:01:29.726464,Chico,California,39.7578,-121.8161
San Francisco_Salt Lake City,Trip_12,2022-05-13 17:31:54.989588,Vacaville,California,38.3587,-121.9673
San Francisco_Salt Lake City,Trip_12,2022-05-13 22:14:52.131162,Davis,California,38.5553,-121.737
Phoenix_San Antonio,Trip_9,2022-05-14 02:04:30.257669,Van Horn,Texas,31.0407,-104.8341
Dallas_Salt Lake City,Trip_9,2022-05-14 02:10:59.026674,Denver,Colorado,39.762,-104.8758
Chicago_Dallas,Trip_12,2022-05-14 04:07:48.984171,Tulsa,Oklahoma,36.1283,-95.9042
San Francisco_Salt Lake City,Trip_12,2022-05-14 07:47:41.964463,Sacramento,California,38.5677,-121.4685
Portland_Los Angeles,Trip_9,2022-05-14 07:58:45.348475,Redding,California,40.5698,-122.365
Chicago_Dallas,Trip_12,2022-05-14 15:45:52.647242,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_12,2022-05-14 19:10:16.710641,Auburn,California,38.895,-121.0777
Dallas_Salt Lake City,Trip_9,2022-05-14 19:32:57.795197,Cheyenne,Wyoming,41.135,-104.7902
Portland_Los Angeles,Trip_9,2022-05-14 21:23:05.243206,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_9,2022-05-14 21:28:34.479362,El Paso,Texas,31.8476,-106.43
Chicago_Dallas,Trip_12,2022-05-14 23:43:20.787421,Springfield,Missouri,37.1943,-93.2916
Phoenix_San Antonio,Trip_9,2022-05-15 04:42:47.665448,Las Cruces,New Mexico,32.3265,-106.7893
Phoenix_San Antonio,Trip_9,2022-05-15 08:11:17.638147,Deming,New Mexico,32.2631,-107.7525
San Francisco_Salt Lake City,Trip_12,2022-05-15 12:39:52.665962,Truckee,California,39.3455,-120.1848
Portland_Los Angeles,Trip_9,2022-05-15 13:04:36.327144,Medford,Oregon,42.3372,-122.854
Chicago_Dallas,Trip_12,2022-05-15 14:41:28.040545,Rolla,Missouri,37.9459,-91.7607
Phoenix_San Antonio,Trip_9,2022-05-15 18:58:12.708823,Lordsburg,New Mexico,32.3438,-108.7021
Portland_Los Angeles,Trip_9,2022-05-15 23:04:36.972945,Roseburg,Oregon,43.2231,-123.352
Dallas_Salt Lake City,Trip_9,2022-05-16 01:06:47.936126,Rock Springs,Wyoming,41.5947,-109.2209
San Francisco_Salt Lake City,Trip_12,2022-05-16 02:09:18.056733,Reno,Nevada,39.5497,-119.8483
Chicago_Dallas,Trip_12,2022-05-16 09:17:41.263360,St. Louis,Missouri,38.6359,-90.2451
San Francisco_Salt Lake City,Trip_12,2022-05-16 10:45:36.272626,Fernley,Nevada,39.5627,-119.1906
Phoenix_San Antonio,Trip_9,2022-05-16 11:44:01.974263,Willcox,Arizona,32.2515,-109.8359
Portland_Los Angeles,Trip_9,2022-05-16 15:25:03.957470,Eugene,Oregon,44.0564,-123.1174
Dallas_Salt Lake City,Trip_9,2022-05-16 15:57:34.909978,Evanston,Wyoming,41.2602,-110.9646
Phoenix_San Antonio,Trip_9,2022-05-16 16:47:29.542114,Benson,Arizona,31.9157,-110.3257
Phoenix_San Antonio,Trip_9,2022-05-16 21:30:28.301012,Tucson,Arizona,32.1541,-110.8787
Portland_Los Angeles,Trip_9,2022-05-17 01:55:35.395347,Salem,Oregon,44.9233,-123.0244
Chicago_Dallas,Trip_12,2022-05-17 02:23:42.879100,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_9,2022-05-17 02:47:28.574041,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_12,2022-05-17 05:02:10.784989,Winnemucca,Nevada,40.9645,-117.7247
Phoenix_San Antonio,Trip_10,2022-05-17 07:29:32.118444,Phoenix,Arizona,33.5722,-112.0892
Phoenix_San Antonio,Trip_9,2022-05-17 07:29:32.118444,Phoenix,Arizona,33.5722,-112.0892
Portland_Los Angeles,Trip_10,2022-05-17 12:35:41.405218,Portland,Oregon,45.5371,-122.65
Dallas_Salt Lake City,Trip_9,2022-05-17 14:56:29.535964,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_10,2022-05-17 16:57:55.820968,Tucson,Arizona,32.1541,-110.8787
Chicago_Dallas,Trip_12,2022-05-17 20:03:16.749501,Bloomington,Illinois,40.4757,-88.9703
Phoenix_San Antonio,Trip_10,2022-05-17 20:26:43.827525,Benson,Arizona,31.9157,-110.3257
Portland_Los Angeles,Trip_10,2022-05-17 20:29:14.757985,Salem,Oregon,44.9233,-123.0244
San Francisco_Salt Lake City,Trip_12,2022-05-17 23:12:09.455691,Elko,Nevada,40.8381,-115.7678
Dallas_Salt Lake City,Trip_9,2022-05-18 00:10:35.749777,Evanston,Wyoming,41.2602,-110.9646
San Francisco_Salt Lake City,Trip_12,2022-05-18 06:07:29.632022,Wendover,Utah,40.7241,-114.025
Chicago_Dallas,Trip_13,2022-05-18 06:55:31.591802,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_12,2022-05-18 06:55:31.591802,Chicago,Illinois,41.8375,-87.6866
Dallas_Salt Lake City,Trip_9,2022-05-18 09:57:34.459599,Rock Springs,Wyoming,41.5947,-109.2209
Portland_Los Angeles,Trip_10,2022-05-18 11:24:38.826629,Eugene,Oregon,44.0564,-123.1174
Phoenix_San Antonio,Trip_10,2022-05-18 12:05:12.553875,Willcox,Arizona,32.2515,-109.8359
Phoenix_San Antonio,Trip_10,2022-05-18 18:30:17.936822,Lordsburg,New Mexico,32.3438,-108.7021
Dallas_Salt Lake City,Trip_9,2022-05-18 18:36:38.236030,Rawlins,Wyoming,41.7849,-107.2265
San Francisco_Salt Lake City,Trip_12,2022-05-18 20:22:37.834656,Salt Lake City,Utah,40.7776,-111.9311
Chicago_Dallas,Trip_13,2022-05-19 01:29:50.161715,Bloomington,Illinois,40.4757,-88.9703
Dallas_Salt Lake City,Trip_9,2022-05-19 02:11:15.962817,Laramie,Wyoming,41.3099,-105.6085
Phoenix_San Antonio,Trip_10,2022-05-19 02:21:09.471091,Deming,New Mexico,32.2631,-107.7525
Portland_Los Angeles,Trip_10,2022-05-19 02:23:24.561730,Roseburg,Oregon,43.2231,-123.352
San Francisco_Salt Lake City,Trip_12,2022-05-19 09:24:40.759811,Salt Lake City,Utah,40.7776,-111.9311
Portland_Los Angeles,Trip_10,2022-05-19 10:31:41.563664,Medford,Oregon,42.3372,-122.854
Phoenix_San Antonio,Trip_10,2022-05-19 15:38:44.817234,Las Cruces,New Mexico,32.3265,-106.7893
San Francisco_Salt Lake City,Trip_12,2022-05-19 17:01:55.925318,Wendover,Utah,40.7241,-114.025
Chicago_Dallas,Trip_13,2022-05-19 18:34:29.905238,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_9,2022-05-19 19:20:00.024373,Cheyenne,Wyoming,41.135,-104.7902
Portland_Los Angeles,Trip_10,2022-05-19 20:20:25.838535,Ashland,Oregon,42.1905,-122.6992
Dallas_Salt Lake City,Trip_9,2022-05-20 05:34:16.936138,Denver,Colorado,39.762,-104.8758
Chicago_Dallas,Trip_13,2022-05-20 06:34:19.491749,St. Louis,Missouri,38.6359,-90.2451
San Francisco_Salt Lake City,Trip_12,2022-05-20 09:24:21.816719,Elko,Nevada,40.8381,-115.7678
Portland_Los Angeles,Trip_10,2022-05-20 10:43:07.678837,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_10,2022-05-20 12:17:48.669904,Van Horn,Texas,31.0407,-104.8341
San Francisco_Salt Lake City,Trip_12,2022-05-20 18:14:19.070169,Winnemucca,Nevada,40.9645,-117.7247
Dallas_Salt Lake City,Trip_9,2022-05-20 21:38:01.854012,Colby,Kansas,39.3848,-101.0452
Phoenix_San Antonio,Trip_10,2022-05-20 22:37:59.733741,Fort Stockton,Texas,30.8926,-102.8842
Chicago_Dallas,Trip_13,2022-05-21 03:09:24.879769,Rolla,Missouri,37.9459,-91.7607
Portland_Los Angeles,Trip_10,2022-05-21 06:36:05.834901,Redding,California,40.5698,-122.365
Chicago_Dallas,Trip_13,2022-05-21 11:20:11.070828,Springfield,Missouri,37.1943,-93.2916
San Francisco_Salt Lake City,Trip_12,2022-05-21 13:27:36.510524,Fernley,Nevada,39.5627,-119.1906
Chicago_Dallas,Trip_13,2022-05-21 17:11:12.249959,Joplin,Missouri,37.0757,-94.5018
Portland_Los Angeles,Trip_10,2022-05-21 17:31:35.617440,Chico,California,39.7578,-121.8161
Dallas_Salt Lake City,Trip_9,2022-05-21 18:18:05.054418,Hays,Kansas,38.8821,-99.3221
Phoenix_San Antonio,Trip_10,2022-05-21 18:32:30.559113,Ozona,Texas,30.7074,-101.206
San Francisco_Salt Lake City,Trip_12,2022-05-21 21:45:57.303565,Reno,Nevada,39.5497,-119.8483
San Francisco_Salt Lake City,Trip_12,2022-05-22 04:29:10.714018,Truckee,California,39.3455,-120.1848
Phoenix_San Antonio,Trip_10,2022-05-22 09:13:42.855806,Junction,Texas,30.4906,-99.7726
Chicago_Dallas,Trip_13,2022-05-22 13:22:45.958797,Tulsa,Oklahoma,36.1283,-95.9042
Portland_Los Angeles,Trip_10,2022-05-22 13:43:45.664244,Sacramento,California,38.5677,-121.4685
Dallas_Salt Lake City,Trip_9,2022-05-22 15:26:34.789945,Salina,Kansas,38.8136,-97.6143
San Francisco_Salt Lake City,Trip_12,2022-05-22 16:44:30.552211,Auburn,California,38.895,-121.0777
Phoenix_San Antonio,Trip_10,2022-05-22 17:18:10.216756,Kerrville,Texas,30.0398,-99.132
Portland_Los Angeles,Trip_10,2022-05-22 18:26:20.798577,Stockton,California,37.9765,-121.3109
Portland_Los Angeles,Trip_10,2022-05-22 21:50:48.753981,Modesto,California,37.6375,-121.0028
San Francisco_Salt Lake City,Trip_12,2022-05-22 23:49:43.539583,Davis,California,38.5553,-121.737
Phoenix_San Antonio,Trip_10,2022-05-23 01:06:18.932432,Boerne,Texas,29.7847,-98.7292
Phoenix_San Antonio,Trip_10,2022-05-23 06:00:09.333978,San Antonio,Texas,29.4632,-98.5238
Portland_Los Angeles,Trip_10,2022-05-23 06:19:21.994548,Merced,California,37.3057,-120.4779
San Francisco_Salt Lake City,Trip_12,2022-05-23 07:24:37.245968,Vacaville,California,38.3587,-121.9673
Phoenix_San Antonio,Trip_10,2022-05-23 07:31:47.557229,San Antonio,Texas,29.4632,-98.5238
Dallas_Salt Lake City,Trip_9,2022-05-23 07:56:59.545209,Wichita,Kansas,37.6895,-97.3443
Chicago_Dallas,Trip_13,2022-05-23 10:09:35.946199,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_10,2022-05-23 12:31:52.537139,Boerne,Texas,29.7847,-98.7292
San Francisco_Salt Lake City,Trip_12,2022-05-23 15:49:43.386993,Fairfield,California,38.2583,-122.0335
Portland_Los Angeles,Trip_10,2022-05-23 18:40:32.838902,Fresno,California,36.783,-119.7939
Dallas_Salt Lake City,Trip_9,2022-05-23 18:47:13.773447,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_10,2022-05-23 19:15:52.522703,Kerrville,Texas,30.0398,-99.132
San Francisco_Salt Lake City,Trip_12,2022-05-23 22:22:32.111638,Oakland,California,37.7904,-122.2166
San Francisco_Salt Lake City,Trip_13,2022-05-23 23:31:40.769167,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_12,2022-05-23 23:31:40.769167,San Francisco,California,37.7558,-122.4449
Phoenix_San Antonio,Trip_10,2022-05-24 01:14:02.316265,Junction,Texas,30.4906,-99.7726
Chicago_Dallas,Trip_13,2022-05-24 02:55:59.124922,Denton,Texas,33.2175,-97.1418
Portland_Los Angeles,Trip_10,2022-05-24 05:42:24.625172,Bakersfield,California,35.3529,-119.0359
Phoenix_San Antonio,Trip_10,2022-05-24 07:16:09.229580,Sonora,Texas,30.5707,-100.6423
San Francisco_Salt Lake City,Trip_13,2022-05-24 09:09:20.079771,Oakland,California,37.7904,-122.2166
Portland_Los Angeles,Trip_10,2022-05-24 13:11:06.007477,Santa Clarita,California,34.4175,-118.4964
Dallas_Salt Lake City,Trip_9,2022-05-24 15:19:43.784737,Denton,Texas,33.2175,-97.1418
Portland_Los Angeles,Trip_10,2022-05-24 15:20:08.550334,Los Angeles,California,34.1141,-118.4068
Chicago_Dallas,Trip_13,2022-05-24 15:57:35.743840,Dallas,Texas,32.7935,-96.7667
San Francisco_Salt Lake City,Trip_13,2022-05-24 21:45:17.951933,Fairfield,California,38.2583,-122.0335
Phoenix_San Antonio,Trip_10,2022-05-24 22:08:10.324028,Ozona,Texas,30.7074,-101.206
Portland_Los Angeles,Trip_10,2022-05-25 03:49:34.284725,Los Angeles,California,34.1141,-118.4068
San Francisco_Salt Lake City,Trip_13,2022-05-25 04:07:19.345951,Vacaville,California,38.3587,-121.9673
Dallas_Salt Lake City,Trip_10,2022-05-25 04:54:08.727415,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_9,2022-05-25 04:54:08.727415,Dallas,Texas,32.7935,-96.7667
Portland_Los Angeles,Trip_10,2022-05-25 07:36:37.683991,Santa Clarita,California,34.4175,-118.4964
San Francisco_Salt Lake City,Trip_13,2022-05-25 08:08:55.198348,Davis,California,38.5553,-121.737
Dallas_Salt Lake City,Trip_10,2022-05-25 10:40:23.739686,Denton,Texas,33.2175,-97.1418
Chicago_Dallas,Trip_13,2022-05-25 16:35:50.218874,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_10,2022-05-25 19:43:32.579793,Fort Stockton,Texas,30.8926,-102.8842
Portland_Los Angeles,Trip_10,2022-05-25 20:23:02.889379,Bakersfield,California,35.3529,-119.0359
San Francisco_Salt Lake City,Trip_13,2022-05-25 22:51:53.875400,Sacramento,California,38.5677,-121.4685
